neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,distance_to_nearest_stn
0,10,1.27441,103.84457,2,5.081404365,30,0,5.828945618,184,-1.294162164
0,15,1.32824,103.86578,2,5.267858159,3,0,5.117993812,346,-0.687920695
0,39,1.33122,103.86672,2,4.584967479,90,0,0,84,-1.349152671
0,20,1.29457,103.8431,2,5.123963979,20,1,4.976733742,357,-1.315098814
0,15,1.30265,103.86212,2,4.787491743,90,0,5.828945618,301,-1.020696741
0,10,1.27458,103.84651,2,4.997212274,30,3,5.828945618,306,-1.485117165
0,24,1.2803,103.84246,4,5.298317367,5,10,1.386294361,365,-1.118750884
3,12,1.37599,103.90427,1,4.356708827,3,1,0,87,-0.089680284
0,4,1.28375,103.83477,1,4.317488114,1,2,1.609437912,0,-0.598420551
0,4,1.2728,103.83425,2,4.86753445,22,0,5.117993812,365,-0.028797602
0,4,1.27387,103.83262,2,4.890349128,26,0,5.117993812,365,0.011687098
0,4,1.27262,103.83222,2,5.010635294,20,0,5.117993812,365,0.128796346
0,4,1.27367,103.83367,2,4.927253685,24,0,5.117993812,365,-0.060650707
0,4,1.27369,103.83393,2,4.941642423,20,0,5.117993812,365,-0.083849788
0,4,1.27445,103.83427,2,4.912654886,28,0,5.117993812,365,-0.182873261
0,24,1.28179,103.84217,4,4.941642423,5,8,1.386294361,365,-1.150226673
0,24,1.27963,103.84101,4,5.442417711,5,11,1.386294361,365,-1.828870921
0,15,1.30937,103.86092,1,3.713572067,18,0,4.043051268,363,-1.180495215
0,30,1.30186,103.84834,1,4.248495242,1,24,1.098612289,199,-0.923510332
0,24,1.27974,103.84091,4,5.298317367,5,12,1.386294361,365,-1.905153672
0,28,1.30331,103.78429,2,5.123963979,30,3,5.828945618,304,-0.637747804
0,10,1.27594,103.84512,2,4.9698133,7,1,5.828945618,0,-2.257961499
0,10,1.27478,103.84369,2,5.068904202,7,0,5.828945618,0,-1.174554586
0,22,1.32697,103.85111,2,4.9698133,28,1,5.828945618,0,-0.296064502
0,22,1.32799,103.85055,2,5.187385806,6,0,5.828945618,0,-0.485773446
0,15,1.31482,103.85405,2,4.86753445,90,4,4.976733742,357,-1.300598227
0,28,1.27976,103.78593,4,4.234106505,90,4,3.295836866,365,-0.596157718
0,39,1.3358,103.86754,2,4.615120517,3,1,0,0,-0.660235496
0,15,1.31193,103.87256,4,3.17805383,1,124,0.693147181,365,-1.962958145
2,42,1.311,103.80508,1,3.36729583,1,2,0,0,-0.718919581
0,30,1.30002,103.84824,1,4.234106505,1,65,1.098612289,199,-1.353816198
4,8,1.37985,103.75013,3,4.007333185,1,22,0,164,-1.710543578
0,15,1.326,103.86156,1,4.094344562,5,0,1.098612289,91,-0.314177996
0,15,1.31125,103.86143,2,6.214608098,1,1,4.043051268,365,-1.145731175
0,15,1.31055,103.86221,1,4.043051268,18,2,4.852030264,357,-1.03435504
0,10,1.27706,103.84493,1,4.779123493,90,0,2.63905733,87,-2.124208861
0,10,1.27519,103.84357,2,4.997212274,30,0,5.828945618,339,-1.222742975
0,10,1.27968,103.8483,2,5.017279837,30,1,5.828945618,346,-1.242890298
0,22,1.32443,103.85314,2,5.298317367,30,0,4.976733742,365,0.096531275
0,15,1.32041,103.86472,2,5.66296048,30,1,4.976733742,365,-1.031327721
0,23,1.30693,103.83324,2,5.913503006,91,6,0,365,-1.065686331
0,19,1.30262,103.90203,1,4.48863637,1,4,0,91,0.482354199
0,15,1.30195,103.86211,2,4.65396035,30,3,5.828945618,229,-1.221721644
0,30,1.30153,103.86135,2,5.347107531,30,1,5.828945618,272,-1.13967533
0,15,1.30323,103.86203,2,5.609471795,30,0,5.828945618,241,-0.862093755
0,15,1.30312,103.86353,2,4.912654886,30,0,5.828945618,330,-0.991714852
0,22,1.32175,103.85306,2,4.927253685,3,0,3.17805383,74,-0.006110954
0,10,1.27537,103.84564,2,5.017279837,30,0,5.828945618,332,-2.042875557
0,4,1.28573,103.82936,2,5.036952602,1,4,0,0,-1.326870566
0,11,1.31264,103.88202,2,4.859812404,1,3,0,139,-0.842866577
0,22,1.32626,103.84938,2,5.153291594,30,0,4.276666119,364,-0.308240513
0,4,1.28443,103.83417,1,4.043051268,28,1,4.852030264,356,-0.43855641
0,10,1.27857,103.84801,2,5.081404365,7,1,5.828945618,0,-1.110429274
0,10,1.27569,103.8454,2,5.081404365,30,0,5.828945618,302,-2.251226617
0,30,1.30152,103.86181,2,4.912654886,30,0,5.828945618,265,-1.271879985
0,10,1.27316,103.84648,2,5.105945474,30,0,5.828945618,210,-0.972866881
0,10,1.27355,103.84445,2,5.123963979,30,2,5.828945618,257,-1.010190974
0,2,1.35262,103.83555,1,4.317488114,2,9,1.098612289,0,-0.493339948
0,29,1.29732,103.83687,4,5.010635294,6,13,2.833213344,318,-0.898377618
0,22,1.32312,103.85345,2,5.231108617,3,1,2.890371758,74,0.004128475
0,21,1.31621,103.8343,1,4.941642423,7,28,1.098612289,360,-0.723210512
4,13,1.33404,103.7436,2,5.141663557,20,2,5.828945618,329,-1.749955565
4,13,1.33448,103.744,2,4.912654886,30,2,5.828945618,332,-1.433524663
0,30,1.30002,103.84745,1,4.48863637,1,6,1.098612289,58,-1.673305725
0,28,1.30478,103.78412,2,5.062595033,14,0,5.828945618,0,-0.40251429
0,22,1.32831,103.85107,2,5.056245805,30,1,5.828945618,265,-0.475815399
0,38,1.29423,103.82608,2,6.613384218,6,1,4.276666119,362,-0.111159431
0,39,1.33102,103.86718,2,4.86753445,29,2,5.828945618,146,-1.553826209
0,38,1.29432,103.82978,1,4.094344562,2,56,2.079441542,79,-0.051703184
0,22,1.3224,103.85066,2,5.247024072,30,0,5.828945618,0,-0.234265952
0,28,1.28122,103.78758,1,5.236441963,90,1,3.295836866,365,-0.41987084
3,12,1.3554,103.88965,1,3.912023005,3,11,0,51,-0.306889867
0,15,1.32183,103.86562,1,4.553876892,7,4,0.693147181,0,-0.664355415
2,42,1.311,103.79559,1,3.33220451,90,0,0,365,-0.809628064
3,0,1.37275,103.85825,3,3.988984047,1,1,0,358,0.016561967
0,11,1.31301,103.89982,2,6.393590754,3,35,2.302585093,170,-0.175086598
0,24,1.27608,103.84363,2,5.105945474,30,0,5.828945618,365,-1.37416058
0,30,1.2984,103.85173,1,5.707110265,7,1,2.995732274,0,-1.84022277
0,30,1.29885,103.85353,4,5.707110265,7,0,2.995732274,0,-1.202564348
0,34,1.28704,103.84824,2,5.583496309,2,57,0,41,-1.42843849
0,24,1.28723,103.84162,3,3.218875825,3,3,1.609437912,29,-0.979291765
0,39,1.33131,103.86908,2,4.86753445,30,0,5.828945618,361,-4.759667201
0,30,1.30202,103.86126,2,4.912654886,30,1,5.828945618,324,-1.014014586
0,39,1.32962,103.86893,2,4.820281566,21,0,5.828945618,0,-1.634821972
0,30,1.30279,103.8613,2,4.65396035,30,0,5.828945618,203,-0.860347907
0,15,1.30291,103.86209,2,4.634728988,7,0,5.828945618,0,-0.948100728
4,3,1.37092,103.75362,1,4.382026635,7,0,0.693147181,365,-0.450110344
2,31,1.311,103.82883,1,4.094344562,14,16,2.302585093,66,0.04134095
0,15,1.30274,103.86315,2,4.65396035,30,3,5.828945618,281,-1.099448243
0,15,1.30263,103.86207,2,4.912654886,30,0,5.828945618,282,-1.01879418
0,15,1.30252,103.86198,2,4.65396035,29,4,5.828945618,159,-1.034288615
0,30,1.30152,103.86155,2,4.912654886,30,1,5.828945618,274,-1.197765081
0,30,1.30279,103.86149,2,4.65396035,30,2,5.828945618,281,-0.8906288
0,30,1.30167,103.862,2,4.912654886,30,1,5.828945618,314,-1.28092961
0,15,1.30304,103.86352,2,4.65396035,30,2,5.828945618,292,-1.015741786
0,15,1.30296,103.86315,2,4.912654886,30,0,5.828945618,331,-1.029771298
0,10,1.27488,103.84559,2,5.017279837,14,0,5.828945618,9,-1.69297439
0,10,1.27457,103.84575,2,5.105945474,30,0,5.828945618,298,-1.531954801
0,10,1.27524,103.84585,2,5.241747015,30,0,5.828945618,280,-1.954190989
0,4,1.29159,103.81734,2,4.9698133,30,0,5.828945618,341,-1.46321783
0,4,1.28979,103.81731,2,4.9698133,30,1,5.828945618,365,-2.814179197
0,4,1.29113,103.81859,2,5.010635294,14,0,5.828945618,0,-1.33829581
0,24,1.28342,103.84403,2,5.010635294,3,1,3.713572067,352,-2.088664489
0,15,1.30798,103.86271,2,4.804021045,1,3,0,56,-2.659336427
0,24,1.28683,103.84191,3,3.218875825,1,19,1.609437912,311,-1.136424817
0,4,1.28443,103.83417,1,4.043051268,18,1,4.043051268,353,-0.43855641
0,24,1.28384,103.84152,1,4.094344562,90,1,4.852030264,361,-1.516078157
0,10,1.27339,103.84635,2,5.241747015,5,1,5.828945618,26,-1.04843365
0,10,1.27337,103.84411,2,5.099866428,14,1,5.828945618,0,-0.918181662
0,24,1.2842,103.84255,1,4.043051268,90,0,4.043051268,361,-2.313864477
4,9,1.31589,103.75839,2,4.9698133,30,1,5.828945618,365,-0.25129166
0,24,1.28005,103.83986,2,5.293304825,3,24,1.791759469,287,-3.103543093
0,29,1.29683,103.83582,2,6.396929655,4,9,1.609437912,90,-0.64553985
1,25,1.3714,103.96389,2,4.787491743,13,0,0,0,0.494891324
0,24,1.28551,103.84112,4,7.824046011,3,0,1.609437912,0,-1.250869314
0,4,1.28445,103.82884,2,4.976733742,30,0,5.828945618,0,-1.274600222
0,28,1.29666,103.8059,2,4.787491743,5,1,0,0,-1.614782628
0,4,1.28443,103.83417,1,4.043051268,18,0,4.852030264,304,-0.43855641
0,22,1.32371,103.85269,1,4.043051268,90,0,1.386294361,0,0.049702027
0,22,1.32428,103.85435,1,3.912023005,90,0,1.386294361,0,-0.021995189
0,22,1.32363,103.85417,1,3.912023005,90,0,1.386294361,0,-0.043011175
0,15,1.31181,103.85895,1,3.912023005,18,1,4.043051268,361,-0.7082178
0,15,1.31181,103.86044,1,3.871201011,18,1,4.852030264,365,-1.053127797
0,15,1.30811,103.86423,1,4.248495242,88,2,0,33,-1.728823238
0,10,1.2974,103.85898,2,4.787491743,90,3,0.693147181,319,-1.094167693
0,39,1.32969,103.86887,2,4.700480366,10,0,5.828945618,0,-1.672148749
0,39,1.33137,103.86743,2,4.787491743,30,0,5.828945618,343,-1.715648002
0,24,1.2869,103.84066,4,3.36729583,3,0,1.609437912,301,-0.875655462
0,4,1.28426,103.83438,1,4.043051268,28,0,4.043051268,357,-0.485729666
4,13,1.33555,103.74417,2,4.941642423,10,1,5.828945618,0,-1.089892623
0,30,1.30175,103.86128,2,4.976733742,7,2,5.828945618,0,-1.075186621
0,4,1.28887,103.83043,2,6.152732695,2,2,4.276666119,364,-0.731513119
0,4,1.28461,103.83402,1,4.043051268,18,2,4.290459441,357,-0.401053028
0,4,1.28443,103.83417,1,4.043051268,18,1,4.852030264,304,-0.43855641
0,10,1.29835,103.8557,2,4.682131227,5,5,0,0,-1.685418821
0,15,1.32707,103.8645,1,4.615120517,1,0,0,180,-0.363833629
0,15,1.32941,103.86388,4,5.666426688,7,1,5.111987788,328,-0.486478154
0,29,1.29709,103.83904,1,4.976733742,2,37,3.871201011,293,-1.048256471
0,29,1.29592,103.83928,2,4.912654886,2,7,3.871201011,365,-0.733032516
0,29,1.29737,103.83516,1,5.940171253,2,16,2.079441542,302,-0.615782072
0,11,1.3133,103.88136,2,5.187385806,15,1,5.117993812,0,-0.951596262
0,29,1.29713,103.83514,1,5.940171253,2,12,2.079441542,306,-0.583265818
0,10,1.28008,103.8532,1,4.442651256,90,0,3.761200116,365,-2.513658553
0,4,1.28723,103.8206,1,4.382026635,2,3,0,87,-0.706478246
0,10,1.27379,103.84615,2,5.164785974,30,0,4.48863637,364,-1.191669345
0,15,1.30263,103.86272,2,4.820281566,21,0,5.828945618,0,-1.101504101
0,4,1.28434,103.83395,1,4.043051268,28,2,4.564348191,357,-0.413880339
0,30,1.30085,103.84727,4,5.823045895,7,1,5.111987788,248,-1.445902727
0,20,1.29437,103.84241,2,5.18178355,5,3,5.117993812,290,-1.208605444
0,22,1.32586,103.84719,2,5.634789603,20,0,3.80666249,336,-0.347072406
0,15,1.30953,103.862,1,3.912023005,18,1,4.852030264,365,-1.358356864
0,29,1.29863,103.83451,1,5.855071922,2,12,2.079441542,362,-0.61816373
0,4,1.29039,103.82838,2,6.040254711,2,13,2.079441542,360,-0.717306714
0,15,1.31531,103.85501,2,5.560681631,2,19,2.079441542,76,-1.080893679
0,11,1.31194,103.88718,2,5.700443573,2,16,2.079441542,339,-0.853472809
0,38,1.29556,103.82926,1,4.204692619,2,59,2.079441542,60,-0.011552581
0,24,1.28175,103.84536,2,5.220355825,3,9,2.197224577,51,-1.101133936
0,23,1.30353,103.83738,2,6.65929392,2,3,4.276666119,364,-0.897085248
0,38,1.29339,103.82865,2,5.192956851,4,3,0.693147181,154,-0.203152298
0,23,1.30363,103.83738,2,6.65929392,2,0,4.48863637,364,-0.873248415
0,15,1.31202,103.85617,1,8.101980732,60,0,0,0,-1.489239015
0,24,1.2842,103.84255,1,3.891820298,90,0,4.043051268,363,-2.313864477
0,15,1.30342,103.86172,2,4.65396035,5,1,5.828945618,0,-0.793485009
0,28,1.2905,103.77628,1,4.143134726,1,3,0,0,-0.013305128
0,11,1.31962,103.88196,2,4.912654886,10,0,5.828945618,0,-1.001244219
0,10,1.27547,103.84514,2,5.153291594,7,1,5.828945618,0,-1.95719857
0,15,1.30864,103.86215,2,5.192956851,2,6,0,0,-1.830426028
0,29,1.29336,103.83824,2,4.86753445,4,7,0,0,-0.37945412
0,4,1.28438,103.83383,1,4.043051268,18,1,4.852030264,353,-0.39320299
0,4,1.28412,103.83408,1,4.043051268,18,1,4.290459441,353,-0.451473827
0,15,1.3154,103.85566,2,5.583496309,2,12,1.791759469,249,-0.981481939
0,4,1.28939,103.82838,2,6.040254711,2,19,1.791759469,313,-0.955906603
0,22,1.32629,103.85036,4,5.730099783,28,1,4.605170186,297,-0.261480227
0,24,1.28679,103.84061,4,6.173786104,30,0,1.609437912,56,-0.885051559
0,29,1.29755,103.83515,1,5.940171253,2,12,1.791759469,349,-0.63562358
0,30,1.30909,103.85185,2,5.560681631,2,20,1.791759469,354,-1.041877337
0,22,1.32205,103.84736,2,5.940171253,2,13,1.791759469,356,-0.839323093
0,11,1.31289,103.9026,1,6.551080335,2,11,2.302585093,80,-0.267873307
0,15,1.31567,103.85592,2,5.38907173,2,12,1.791759469,358,-0.880630369
0,29,1.29314,103.83703,1,4.615120517,120,0,0,365,-0.204309687
0,19,1.29844,103.88645,1,4.317488114,9,5,0,63,-0.037155352
0,11,1.31124,103.9006,2,4.787491743,1,75,1.386294361,26,-0.011416832
0,4,1.28092,103.80953,1,4.382026635,10,0,0,0,0.117310295
0,4,1.29162,103.81924,1,4.143134726,2,3,0,0,-1.042808023
0,30,1.30167,103.85027,2,5.298317367,1,39,1.609437912,315,-1.169622375
0,28,1.30773,103.78992,3,2.995732274,1,5,0,0,-2.686232337
0,15,1.31039,103.86137,1,3.912023005,18,1,4.564348191,365,-0.988194999
0,28,1.29038,103.80686,4,4.787491743,89,0,3.871201011,365,-0.679103372
0,22,1.3213,103.85171,4,5.272999559,7,0,5.117993812,0,-0.124550122
0,22,1.32782,103.849,4,5.298317367,3,0,5.117993812,0,-0.584453084
0,22,1.32624,103.84876,2,5.293304825,5,0,5.117993812,302,-0.328102593
0,28,1.29099,103.80711,4,4.787491743,89,0,3.871201011,365,-0.80072619
0,24,1.28156,103.84516,2,5.010635294,3,20,2.079441542,76,-1.025691097
0,28,1.29069,103.80709,4,4.787491743,89,0,3.871201011,365,-0.733746676
0,24,1.28163,103.84686,2,5.068904202,3,10,2.079441542,42,-1.737372231
0,28,1.2918,103.80624,4,4.820281566,89,0,3.871201011,365,-1.076812559
0,28,1.29668,103.8065,2,5.220355825,5,0,0,0,-1.550017395
0,28,1.29483,103.80713,2,5.220355825,5,0,0,0,-1.981234443
0,15,1.31387,103.85278,2,5.247024072,14,0,3.80666249,365,-1.479478875
0,34,1.29292,103.84195,2,5.010635294,20,0,3.80666249,365,-1.313662523
0,10,1.2735,103.84547,4,4.976733742,89,0,3.871201011,365,-1.08797672
0,6,1.31391,103.79435,4,5.043425117,89,0,3.871201011,365,-1.176320484
0,6,1.31326,103.79258,4,5.043425117,89,0,3.871201011,365,-0.837563645
0,4,1.28844,103.82918,2,4.584967479,3,6,2.890371758,88,-1.062448071
0,4,1.28898,103.82767,2,4.584967479,5,6,2.890371758,79,-1.15049239
0,15,1.30302,103.86172,2,5.634789603,7,30,1.945910149,181,-0.872790475
0,38,1.29285,103.82827,2,6.522092798,6,1,4.276666119,362,-0.28893143
0,38,1.29378,103.82596,2,6.476972363,6,0,4.276666119,362,-0.1658687
0,38,1.29334,103.82821,2,6.052089169,6,0,4.276666119,362,-0.221598072
0,4,1.28404,103.83408,1,4.043051268,18,2,4.564348191,353,-0.45797052
0,10,1.27352,103.84679,2,4.912654886,89,0,3.871201011,365,-1.056727151
0,10,1.27518,103.84643,4,4.941642423,89,0,3.871201011,365,-1.824752855
0,10,1.27356,103.8455,2,4.65396035,89,0,3.871201011,363,-1.10897685
0,4,1.28451,103.83381,1,4.043051268,18,0,4.564348191,304,-0.379887953
0,10,1.27369,103.84579,1,4.700480366,89,0,3.871201011,365,-1.161026258
0,10,1.27331,103.84573,1,4.317488114,89,0,3.871201011,365,-1.034560012
4,9,1.31558,103.75791,2,4.976733742,1,0,0.693147181,0,-0.189706257
0,24,1.28478,103.84374,1,4.043051268,90,0,4.043051268,303,-2.842522793
0,22,1.32829,103.84735,4,4.997212274,5,3,5.111987788,332,-0.733833353
0,15,1.3001,103.86036,2,6.052089169,3,0,4.48863637,364,-1.005961154
0,15,1.3104,103.86166,1,3.912023005,18,1,4.043051268,365,-1.020395024
0,15,1.312,103.85874,1,4.007333185,18,0,4.290459441,361,-0.681630339
0,10,1.28146,103.85181,2,4.912654886,90,0,3.761200116,365,-1.385390626
0,22,1.32807,103.84729,2,4.700480366,21,8,1.791759469,349,-0.683909781
0,4,1.28733,103.80854,1,4.094344562,1,27,0,46,-0.124015393
0,4,1.28405,103.83417,1,4.043051268,18,2,4.043051268,304,-0.471268325
0,11,1.31433,103.90381,1,3.912023005,180,0,0,181,-0.501009388
0,15,1.32205,103.86531,2,5.480638923,2,43,2.63905733,249,-0.694281494
0,15,1.32371,103.86561,2,5.480638923,2,36,2.63905733,249,-0.434979224
0,15,1.32429,103.86561,2,5.480638923,2,38,2.63905733,243,-0.362554245
0,15,1.32422,103.86401,2,5.480638923,2,32,2.63905733,251,-0.522258775
0,15,1.32215,103.86607,2,5.480638923,2,36,2.63905733,240,-0.551977297
0,15,1.32276,103.86404,2,5.634789603,2,47,2.63905733,243,-0.786482103
0,15,1.32203,103.86391,2,5.634789603,2,41,2.63905733,334,-0.960381994
0,15,1.32433,103.86463,2,5.634789603,2,50,2.63905733,309,-0.451259516
0,15,1.32204,103.86444,2,5.634789603,2,44,2.63905733,240,-0.857650848
0,15,1.32257,103.86478,2,5.888877958,2,46,2.63905733,220,-0.708788661
0,15,1.32281,103.86474,2,5.888877958,2,42,2.63905733,236,-0.676272561
0,15,1.32344,103.86451,2,5.888877958,2,50,2.63905733,237,-0.603238627
0,15,1.3221,103.86565,2,5.888877958,2,46,2.63905733,227,-0.628121131
0,15,1.32388,103.86456,2,5.888877958,2,42,2.63905733,205,-0.526816237
0,4,1.28428,103.83395,1,4.043051268,18,0,4.290459441,304,-0.418780727
0,11,1.3143,103.88271,2,4.762173935,1,22,0,137,-1.440999333
0,29,1.30061,103.82894,2,6.173786104,3,0,4.276666119,364,-0.647384971
0,30,1.30208,103.86187,2,5.963579344,15,28,2.63905733,26,-1.132869446
0,15,1.31023,103.86146,1,4.077537444,18,0,4.043051268,365,-1.0442244
0,23,1.30357,103.83345,2,6.109247583,2,9,0,180,-1.952315091
0,22,1.32599,103.84601,4,4.997212274,8,0,5.111987788,335,-0.415333158
0,10,1.28006,103.85371,2,4.727387819,90,0,3.761200116,365,-2.131622658
0,29,1.29489,103.84196,2,5.010635294,10,0,5.111987788,296,-0.981689546
0,34,1.29148,103.84283,2,5.981414211,6,0,4.48863637,364,-1.610669135
0,15,1.32009,103.86516,2,5.66296048,30,0,5.111987788,261,-0.929034816
0,15,1.32811,103.86288,1,4.043051268,7,1,0,56,-0.254090052
0,10,1.27668,103.85017,2,5.327876169,30,0,3.258096538,37,-0.853073095
0,22,1.32469,103.84983,2,5.141663557,20,0,3.80666249,365,-0.201949078
0,22,1.32883,103.84324,2,5.627621114,7,0,4.65396035,365,-0.45689134
0,15,1.32081,103.86327,2,5.298317367,15,0,3.80666249,365,-1.442923022
0,34,1.29236,103.84289,2,6.396929655,6,0,4.48863637,364,-1.830714019
0,38,1.29406,103.8277,2,6.413458957,6,0,4.48863637,363,-0.135676532
0,4,1.28436,103.83392,1,4.043051268,18,0,4.852030264,352,-0.407856186
0,24,1.28173,103.84536,2,5.010635294,3,18,2.079441542,46,-1.099919862
0,29,1.29275,103.83864,2,5.38907173,14,2,0,362,-0.456563906
0,30,1.30038,103.84716,2,4.86753445,18,0,3.80666249,365,-1.616103255
0,38,1.29873,103.82808,1,3.951243719,90,0,0,90,-0.297422672
4,5,1.37791,103.76626,1,3.850147602,6,13,0,103,-2.979491031
0,22,1.31413,103.84,2,5.164785974,1,1,0,0,-1.384248136
0,2,1.36348,103.84039,1,6.396929655,1,0,0,365,0.218848077
0,11,1.31278,103.88884,1,3.761200116,1,46,2.397895273,143,-0.720093533
0,15,1.32174,103.86343,2,5.293304825,7,3,4.65396035,181,-1.126093663
0,15,1.32191,103.86396,2,5.66296048,7,2,4.65396035,181,-0.976897809
0,22,1.32406,103.84921,1,4.007333185,6,0,0,89,-0.32734301
4,14,1.32843,103.72138,1,2.995732274,90,0,0,295,0.560120079
0,24,1.28313,103.84218,1,4.077537444,90,1,4.290459441,344,-1.639592462
0,20,1.29835,103.84346,2,5.659482216,2,30,0,0,-1.306883538
0,24,1.28152,103.8399,2,5.480638923,3,0,2.197224577,118,-2.43973639
0,24,1.28002,103.84027,2,5.480638923,3,4,2.302585093,107,-2.494562465
0,11,1.31269,103.88693,1,3.970291914,1,25,2.397895273,164,-0.6670323
0,10,1.27561,103.84362,2,5.023880521,7,1,5.828945618,0,-1.313040844
0,10,1.2735,103.84667,4,4.912654886,89,0,3.871201011,365,-1.061342822
0,10,1.27533,103.84587,2,4.912654886,89,0,3.871201011,272,-2.027033896
0,10,1.27376,103.84684,2,4.682131227,89,0,3.871201011,363,-1.126460732
0,10,1.27512,103.84576,2,4.976733742,89,0,3.871201011,363,-1.862070511
0,20,1.29993,103.84724,2,5.33753808,7,20,1.945910149,179,-1.807040875
0,6,1.31282,103.79644,1,3.80666249,7,1,2.197224577,352,-2.188152173
0,21,1.30005,103.84303,2,5.66296048,2,20,0,40,-1.28781148
0,11,1.31276,103.88776,2,5.33753808,3,1,4.65396035,0,-0.705195776
0,11,1.31284,103.88824,2,5.33753808,3,1,4.65396035,0,-0.703280153
0,28,1.30628,103.78515,1,4.094344562,90,0,2.397895273,309,-0.56012998
0,30,1.30983,103.85372,2,4.912654886,2,23,2.079441542,197,-1.258014878
0,11,1.31311,103.88862,2,5.513428746,3,3,4.65396035,0,-0.648677875
1,1,1.32514,103.9436,1,4.317488114,1,8,0,86,-0.973822784
0,11,1.31192,103.88556,4,5.429345629,3,0,5.111987788,291,-0.652636052
0,11,1.3118,103.88535,2,5.429345629,14,0,5.111987788,365,-0.640959041
0,4,1.27419,103.83431,1,4.48863637,2,4,2.302585093,363,-0.162131745
0,11,1.31303,103.88714,2,5.298317367,20,1,5.117993812,291,-0.615090848
3,12,1.36315,103.89238,1,6.618738984,365,0,0,365,-0.128548091
0,22,1.32475,103.8489,2,5.231108617,15,0,5.117993812,365,-0.302279679
0,38,1.29572,103.82672,2,4.820281566,4,22,0,80,0.052531293
1,1,1.31415,103.93488,1,4.382026635,2,1,0,0,0.196501156
0,21,1.30531,103.84734,2,4.820281566,15,1,5.117993812,365,-1.385024682
0,15,1.32092,103.8649,2,5.66296048,20,0,3.80666249,365,-0.926053626
4,14,1.33664,103.69558,1,3.80666249,3,7,0,357,-1.49644476
3,12,1.37691,103.88862,2,5.298317367,15,1,0,89,-0.290417555
0,28,1.29204,103.77178,1,3.871201011,3,2,0,1,0.364814043
1,25,1.37195,103.94379,2,4.691347882,6,4,0,120,-0.483490124
0,24,1.28469,103.84346,1,4.077537444,90,0,4.043051268,365,-3.303536675
0,30,1.30429,103.85076,1,5.010635294,1,0,4.043051268,365,-1.666300113
0,15,1.30339,103.86163,2,4.744932128,90,0,1.098612289,291,-0.780324594
0,10,1.29806,103.85851,2,5.823045895,5,32,2.302585093,151,-1.400098872
0,2,1.35389,103.83496,1,4.189654742,2,9,1.098612289,83,-0.276747256
0,29,1.29884,103.83583,1,6.492239835,2,6,1.386294361,299,-0.932251371
0,29,1.29818,103.83515,1,6.492239835,2,0,1.386294361,342,-0.706146919
0,29,1.2967,103.83663,1,6.492239835,2,2,1.386294361,318,-0.737178946
0,29,1.29705,103.83653,1,5.986452005,2,6,1.386294361,361,-0.789621581
0,11,1.31006,103.87815,2,5.33753808,3,8,4.65396035,174,-0.436121418
0,6,1.32108,103.81054,2,5.247024072,28,0,4.276666119,364,-0.677445751
0,11,1.30972,103.87752,2,5.33753808,3,5,4.65396035,181,-0.387841173
0,11,1.31015,103.87672,2,5.123963979,3,1,4.65396035,365,-0.489680387
0,11,1.31178,103.87784,2,5.123963979,3,0,4.65396035,181,-0.328455572
0,11,1.30982,103.8783,2,5.123963979,3,0,4.65396035,181,-0.483616761
0,11,1.31134,103.87761,2,5.123963979,3,2,4.65396035,365,-0.365407592
0,15,1.32149,103.86515,2,4.941642423,14,1,5.117993812,365,-0.797654062
0,11,1.31119,103.87772,2,5.123963979,3,0,4.65396035,365,-0.347101414
0,10,1.27501,103.84558,2,5.986452005,1,50,1.791759469,240,-1.77190365
0,29,1.29462,103.83833,3,4.442651256,1,0,0.693147181,364,-0.463438914
0,15,1.31214,103.85918,2,5.583496309,2,23,1.609437912,335,-0.788408842
0,15,1.31623,103.85547,2,4.905274778,4,3,4.605170186,0,-0.794789275
3,33,1.38344,103.86916,1,4.189654742,2,32,1.386294361,38,0.203672811
0,10,1.27525,103.84399,2,5.010635294,1,0,0,0,-1.38133777
0,24,1.27609,103.84356,2,5.081404365,4,1,5.828945618,0,-1.345168399
0,10,1.27487,103.8449,2,4.94875989,30,3,5.828945618,271,-1.553010004
0,11,1.31507,103.88652,2,5.298317367,1,21,0,133,-0.841986445
0,24,1.28304,103.84332,1,4.094344562,90,1,4.852030264,363,-1.921602444
0,4,1.28249,103.82986,1,3.951243719,90,3,1.609437912,262,-0.659278842
3,32,1.39103,103.9062,1,6.025865974,90,0,0,365,-2.886332831
0,4,1.28338,103.8311,1,4.094344562,90,0,1.609437912,364,-0.597249115
0,4,1.28195,103.82952,1,3.988984047,90,0,1.609437912,302,-0.60615376
4,13,1.33474,103.74257,2,4.859812404,30,0,5.828945618,344,-1.726692853
0,15,1.31104,103.85682,2,5.33753808,7,0,4.65396035,364,-1.112048815
0,15,1.30313,103.86179,2,4.65396035,30,1,5.828945618,304,-0.856865275
0,23,1.30771,103.83193,1,5.638354669,3,0,0.693147181,178,-0.88239928
0,11,1.31155,103.87608,2,5.18178355,10,1,5.117993812,365,-0.647242256
0,15,1.31616,103.8544,2,4.859812404,14,0,5.117993812,365,-0.865194665
0,30,1.30088,103.85908,4,5.298317367,1,0,1.945910149,0,-1.247363663
0,30,1.30189,103.85943,4,5.298317367,1,0,1.945910149,309,-0.953362211
