neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,distance_to_nearest_stn
0,11,1.31314,103.88665,2,4.406719247,5,86,4.521788577,64,-0.589840216
0,28,1.29193,103.80522,3,4.941642423,1,0,0,0,-1.100853223
0,15,1.31184,103.85613,1,4.248495242,60,1,1.791759469,90,-1.489909629
0,20,1.29925,103.84557,2,5.993961427,1,312,1.386294361,62,-2.971215602
0,24,1.2841,103.84253,1,3.555348061,90,5,4.852030264,363,-2.267472643
2,42,1.311,103.78645,2,5.993961427,5,6,0,83,-0.564606994
1,1,1.32064,103.92156,1,4.356708827,1,8,1.386294361,94,-0.039112232
0,29,1.29629,103.83707,2,4.65396035,4,2,0,0,-0.708506749
2,31,1.311,103.81965,1,4.941642423,1,0,0,0,-1.308978917
0,4,1.28443,103.83262,1,4.094344562,2,2,0,0,-0.426304822
0,15,1.30872,103.86203,2,4.753590191,3,2,0,0,-1.745454747
4,14,1.33929,103.70251,1,3.80666249,180,0,0,364,-0.899927926
0,11,1.31732,103.88966,2,5.38907173,1,0,1.386294361,0,-1.277046827
1,25,1.37112,103.94338,1,4.094344562,1,0,0,0,-0.380699921
2,42,1.311,103.77418,1,4.077537444,2,33,0.693147181,68,-0.593575634
2,42,1.311,103.77431,1,3.737669618,2,8,0.693147181,68,-0.300240411
0,11,1.3162,103.89074,1,4.094344562,1,0,1.386294361,0,-1.566390588
0,11,1.31754,103.89146,3,3.80666249,1,0,1.386294361,0,-2.535711554
0,11,1.31653,103.89019,3,3.80666249,1,0,1.386294361,0,-1.422469873
3,12,1.37058,103.89861,1,4.317488114,1,11,0,88,-0.35725218
0,11,1.31514,103.88776,2,5.192956851,10,13,4.521788577,89,-0.59490789
4,14,1.33805,103.72159,1,4.787491743,1,0,0.693147181,0,-0.371161112
4,14,1.33805,103.72213,1,4.787491743,1,0,0.693147181,0,-0.358949973
4,3,1.35795,103.75972,1,4.787491743,1,1,0,0,-0.135730672
4,8,1.38106,103.75938,2,4.584967479,5,0,0,0,-2.126149779
1,1,1.3162,103.91008,2,5.707110265,3,1,0,0,-0.475069578
2,43,1.311,103.83409,1,6.214608098,17,0,0,365,0.258957602
0,11,1.31582,103.88708,2,4.859812404,1,12,0,0,-0.75317207
0,15,1.31539,103.85379,1,4.465908119,90,10,2.48490665,264,-1.085474157
0,28,1.30439,103.78417,1,4.043051268,180,20,1.098612289,0,-0.461983693
0,19,1.30674,103.89929,1,5.123963979,30,3,0,358,0.180822562
0,24,1.28012,103.84793,2,5.192956851,90,0,1.098612289,304,-1.413100121
1,1,1.33373,103.91651,1,4.615120517,1,0,0,0,-1.629846903
0,11,1.31563,103.88696,2,4.248495242,2,1,0,0,-0.773844237
1,37,1.35517,103.95939,1,4.025351691,93,15,0,90,-0.607240013
0,4,1.27495,103.83695,1,3.80666249,2,4,0.693147181,0,-0.498961161
1,25,1.35514,103.9671,2,4.718498871,90,5,0,162,0.333540535
0,15,1.31352,103.85505,1,3.912023005,90,24,2.48490665,208,-1.824612473
1,25,1.37389,103.94665,1,3.912023005,2,55,0,360,-1.188721773
4,14,1.34401,103.70107,1,4.077537444,14,24,0,365,-0.199788746
4,8,1.38113,103.758,1,4.317488114,1,0,0,0,-1.360275404
0,29,1.29735,103.83482,1,4.442651256,2,1,0,0,-0.557907485
3,12,1.34664,103.8825,1,3.80666249,15,0,0.693147181,0,-0.651780752
4,41,1.311,103.66547,2,4.094344562,180,2,0,364,2.07094302
0,15,1.31892,103.86357,1,4.356708827,4,1,0,0,-1.528208752
0,28,1.28297,103.7822,2,4.812184355,1,0,0,0,-2.761385086
0,38,1.31432,103.8054,1,4.143134726,30,0,0,0,-0.846332091
0,15,1.31937,103.86668,1,4.442651256,90,63,0,364,-0.585963366
0,38,1.293,103.82962,1,5.123963979,30,18,1.098612289,364,-0.215291665
0,15,1.3171,103.86435,2,4.477336814,30,18,2.397895273,353,-0.939313569
0,11,1.31474,103.89004,1,3.891820298,90,9,0,0,-0.967823134
1,1,1.33034,103.92282,1,3.713572067,1,13,0,0,-0.317410532
0,15,1.31392,103.85573,1,3.761200116,90,2,2.48490665,365,-1.408064739
0,29,1.29842,103.83542,2,5.192956851,180,3,0,0,-0.788144939
1,1,1.3145,103.9065,1,4.234106505,5,5,2.708050201,338,-0.374488751
1,37,1.34018,103.95014,2,4.605170186,30,0,0.693147181,26,-0.716798867
0,15,1.31131,103.85818,1,4.007333185,18,0,4.564348191,356,-0.774480925
0,15,1.31199,103.85692,1,4.465908119,2,157,0.693147181,360,-1.175769318
0,34,1.28811,103.8462,1,4.700480366,1,0,2.197224577,362,-3.002714898
0,34,1.28794,103.84673,1,5.099866428,1,0,2.197224577,361,-2.934581011
0,34,1.28631,103.8481,1,4.912654886,1,0,2.197224577,356,-1.248206424
0,2,1.353,103.83496,1,4.615120517,1,23,0.693147181,0,-0.375571979
0,4,1.26504,103.8146,1,4.700480366,1,0,0,0,-0.26996127
0,15,1.31373,103.85246,1,4.787491743,1,1,2.197224577,292,-1.413057892
4,9,1.29355,103.7685,3,2.995732274,5,3,2.197224577,363,0.585946461
0,4,1.27291,103.8338,1,4.465908119,2,23,2.302585093,363,-0.006393873
4,9,1.29355,103.76842,3,2.995732274,5,6,2.197224577,365,0.590889544
0,28,1.27873,103.7874,1,3.713572067,2,0,0,0,-0.651477496
4,3,1.35205,103.75721,1,4.234106505,188,0,0,84,-0.092954699
4,14,1.34335,103.71737,1,3.912023005,1,0,0,0,-0.881492328
0,20,1.30005,103.84565,2,5.855071922,3,0,0,90,-3.16326822
0,4,1.27474,103.83582,1,4.553876892,2,18,2.302585093,363,-0.363711687
0,22,1.31345,103.84354,1,4.615120517,2,5,0,0,-0.460742561
0,11,1.31364,103.88595,2,5.192956851,10,9,4.521788577,90,-0.777714192
0,10,1.28003,103.85216,2,5.010635294,5,16,0,173,-2.311633169
0,15,1.32459,103.87093,2,4.248495242,3,0,0,0,-1.028934083
1,1,1.32833,103.91486,1,4.941642423,28,3,3.135494216,342,-0.2379074
0,15,1.31045,103.87406,1,4.615120517,365,12,2.564949357,326,-1.139527599
0,24,1.28497,103.84204,1,3.912023005,90,2,4.852030264,363,-1.782671531
1,1,1.32342,103.9161,1,5.187385806,3,0,2.995732274,259,-0.82004852
0,15,1.32813,103.86526,2,4.615120517,2,0,0,0,-0.591044255
0,15,1.30995,103.86791,1,4.615120517,2,0,0,0,-0.863554818
2,42,1.311,103.79155,1,3.713572067,2,14,0.693147181,0,-0.988582602
4,9,1.2932,103.76834,1,4.248495242,1,1,0,0,0.595922272
0,24,1.28515,103.84144,1,3.295836866,29,2,0,0,-1.437620298
0,4,1.28157,103.8274,1,3.828641396,1,30,0,0,-0.667541833
0,30,1.30191,103.84837,2,5.521460918,3,3,0,0,-0.908526496
4,9,1.29381,103.76824,3,2.995732274,5,4,2.197224577,224,0.60213018
1,1,1.33697,103.93125,2,5.560681631,2,0,0,0,-2.172810851
1,1,1.3181,103.91159,2,5.204006687,90,18,0,83,-1.028889246
0,15,1.31024,103.86286,1,3.583518938,18,1,4.852030264,365,-1.143147766
0,38,1.31833,103.83084,2,4.941642423,1,0,0,0,-0.5637801
0,4,1.27444,103.83659,2,4.859812404,3,2,0,0,-0.391681411
0,11,1.31596,103.88824,2,5.298317367,2,72,3.17805383,120,-0.763762856
0,34,1.29009,103.84166,1,4.158883083,7,5,0,17,-0.923284315
0,15,1.3022,103.86236,2,5.247024072,4,8,0,0,-1.191150208
0,38,1.31887,103.82812,2,5.313205979,6,1,0,362,-1.317149281
1,1,1.32601,103.95378,1,4.094344562,90,3,0,358,-0.173410414
0,24,1.2841,103.84253,1,3.713572067,90,2,4.852030264,363,-2.267472643
0,11,1.31264,103.88528,1,3.871201011,1,0,0.693147181,0,-0.700320101
3,33,1.36565,103.86348,1,4.86753445,2,14,1.098612289,365,0.440823438
0,22,1.31833,103.8424,2,5.521460918,2,84,0,0,-1.265694347
0,11,1.32815,103.90387,3,3.713572067,1,0,0,0,-0.592056796
4,8,1.38351,103.74021,1,3.218875825,183,0,0,365,-0.6814041
1,1,1.32417,103.91461,1,4.86753445,7,0,3.135494216,241,-0.932324753
0,4,1.27632,103.83441,1,3.912023005,2,188,0,136,-0.371945882
0,4,1.27464,103.83395,1,4.59511985,2,14,2.302585093,363,-0.169323256
0,20,1.29647,103.84406,1,4.094344562,1,9,0,0,-1.090088899
2,31,1.311,103.82203,1,3.970291914,7,1,2.48490665,364,-0.21051014
4,9,1.32004,103.76335,1,2.995732274,15,0,0,0,-0.505128704
0,22,1.31758,103.84761,1,4.48863637,1,38,1.098612289,270,-0.640589747
0,10,1.27423,103.84398,2,5.950642553,90,0,1.098612289,358,-1.112735884
4,3,1.35192,103.74793,1,3.891820298,1,2,0,0,-0.99770475
0,22,1.32329,103.85197,4,5.472270674,5,2,4.605170186,342,-0.040948779
0,38,1.29597,103.82883,2,6.109247583,2,46,0,97,-0.036911295
1,25,1.35987,103.96299,1,4.48863637,90,2,0.693147181,90,0.018241784
0,10,1.27523,103.84384,2,6.520621128,90,0,1.098612289,358,-1.322674675
0,28,1.27991,103.78651,1,4.59511985,5,8,0,0,-0.515351093
0,11,1.31338,103.88472,2,5.010635294,7,62,3.17805383,87,-0.931273046
0,15,1.30759,103.86217,1,3.63758616,18,5,4.564348191,365,-2.564644292
3,27,1.39145,103.9126,2,5.003946306,2,135,0,176,-1.302063257
0,24,1.28313,103.84376,2,4.744932128,5,41,4.521788577,76,-1.958973399
0,11,1.3128,103.8832,2,5.068904202,365,2,1.791759469,181,-0.908506072
1,25,1.37602,103.96047,2,4.605170186,2,5,0,58,0.258223866
0,39,1.34273,103.83979,1,4.317488114,4,4,2.995732274,362,-0.580229703
0,24,1.28358,103.84376,1,5.003946306,1,11,1.945910149,363,-2.364948344
3,27,1.39497,103.91332,1,3.688879454,90,0,0,339,-1.932556013
0,6,1.31319,103.79247,2,4.86753445,2,19,0,0,-0.817575997
2,36,1.311,103.76864,1,3.891820298,1,119,1.386294361,359,-0.335471677
0,15,1.31607,103.86023,3,3.091042453,1,33,2.079441542,293,-0.912440042
0,11,1.31292,103.87968,2,5.293304825,1,192,2.079441542,72,-0.638773308
3,12,1.35621,103.8873,2,6.214608098,1,9,0,358,-0.682642404
0,15,1.29763,103.8746,2,5.634789603,90,0,0.693147181,363,-0.541262824
0,22,1.3159,103.84241,2,5.521460918,4,50,1.098612289,178,-0.642187979
0,11,1.3131,103.88513,1,4.86753445,7,47,3.17805383,88,-0.810315364
0,11,1.31141,103.88352,2,4.941642423,7,47,3.17805383,87,-0.580280943
0,6,1.31112,103.79757,2,4.86753445,30,8,0,0,-1.762714003
0,24,1.28353,103.8458,4,3.63758616,1,58,1.945910149,365,-1.599605729
0,11,1.31253,103.8849,2,4.700480366,7,78,3.17805383,88,-0.721732089
0,15,1.31408,103.84875,2,4.442651256,183,7,0,91,-0.457832903
0,24,1.28305,103.84363,1,3.713572067,90,1,4.852030264,362,-1.920003048
0,22,1.32556,103.85404,2,5.010635294,7,12,5.111987788,364,0.06598071
0,24,1.28385,103.84525,4,3.63758616,1,9,1.945910149,363,-2.013164314
0,24,1.28203,103.84026,2,4.430816799,30,0,0,0,-1.938033989
0,15,1.31427,103.85273,1,4.700480366,1,37,2.197224577,321,-1.327097591
1,1,1.32064,103.91455,1,5.135798437,1,0,0,363,-1.683166915
0,15,1.31339,103.85386,2,6.173786104,1,9,2.197224577,288,-2.128004226
0,15,1.31646,103.86162,1,4.477336814,2,136,0.693147181,361,-1.124909991
0,15,1.31446,103.8585,3,2.995732274,1,60,2.079441542,302,-0.683080481
0,24,1.28504,103.84371,3,3.433987204,1,37,1.945910149,365,-2.504888976
0,24,1.28374,103.84409,2,3.737669618,1,10,1.945910149,365,-2.293463716
1,25,1.37749,103.96185,2,4.584967479,365,46,0,0,0.398586503
1,1,1.31118,103.92422,1,3.912023005,3,80,0.693147181,48,0.440045192
0,11,1.31174,103.88368,2,5.068904202,7,67,3.17805383,88,-0.642026343
4,9,1.30548,103.76767,1,3.988984047,2,26,0.693147181,302,0.076848141
0,11,1.31309,103.89127,2,4.615120517,5,9,0,0,-0.713118722
0,11,1.31497,103.8829,1,3.891820298,2,28,1.386294361,76,-1.821827031
3,33,1.35984,103.87375,1,4.094344562,1,0,0,173,0.033358793
0,22,1.32692,103.84802,2,4.927253685,10,36,5.111987788,364,-0.455802635
0,29,1.29461,103.83991,2,4.700480366,4,86,4.521788577,46,-0.606997715
1,1,1.32346,103.91448,1,5.135798437,7,0,3.135494216,357,-1.143681025
0,24,1.2841,103.84253,1,3.912023005,90,2,4.852030264,361,-2.267472643
0,22,1.31427,103.83881,2,5.351858133,2,10,0.693147181,0,-2.015308122
4,3,1.34901,103.74759,1,4.477336814,1,1,1.386294361,365,-1.502407366
0,15,1.3101,103.86291,1,3.912023005,18,3,4.852030264,357,-1.192490674
0,24,1.28405,103.84508,2,4.787491743,5,10,4.304065093,90,-2.258834432
0,24,1.2837,103.84561,3,4.430816799,1,7,1.945910149,362,-1.750520182
0,22,1.32265,103.84037,1,4.094344562,60,0,0,89,-0.786717534
0,30,1.3108,103.85412,2,4.787491743,3,109,2.302585093,0,-1.756923191
0,35,1.24918,103.82509,2,7.987184748,1,3,1.386294361,57,0.613367038
2,43,1.311,103.83894,1,3.912023005,4,5,0,57,-0.230970843
0,30,1.3115,103.85339,2,4.787491743,3,84,2.302585093,0,-2.048940104
0,15,1.31656,103.86098,1,4.382026635,3,1,0.693147181,364,-1.129906156
0,30,1.31089,103.85344,2,4.787491743,3,70,0,0,-1.704924481
3,27,1.40315,103.91113,1,4.007333185,1,0,0,0,-1.612194753
0,6,1.34514,103.77074,1,4.189654742,2,18,0,338,-0.340668921
0,24,1.28449,103.84315,1,3.761200116,90,1,4.564348191,344,-3.388708302
0,24,1.28332,103.8443,2,4.762173935,4,9,4.304065093,90,-1.892386143
0,24,1.28356,103.84368,2,4.787491743,5,22,4.304065093,90,-2.376409187
0,22,1.32149,103.84119,2,4.997212274,7,2,2.197224577,365,-1.154747284
1,1,1.31505,103.90615,1,4.219507705,6,0,2.197224577,88,-0.485439738
0,28,1.29016,103.8062,2,5.062595033,7,4,2.197224577,365,-0.652122288
1,1,1.32932,103.94255,1,3.737669618,20,4,2.197224577,88,-0.732042002
0,24,1.28155,103.84521,1,5.209486153,1,2,0,174,-1.040202493
4,9,1.30557,103.76876,1,4.219507705,2,7,0.693147181,302,0.100913835
0,24,1.28334,103.84512,2,4.787491743,9,11,4.521788577,90,-1.755632021
3,32,1.39257,103.89489,1,3.912023005,2,29,0.693147181,81,-2.153131824
0,30,1.3107,103.85376,2,5.141663557,3,70,2.302585093,0,-1.665113367
0,29,1.29254,103.83773,2,4.65396035,7,7,0,0,-0.309173762
0,24,1.28394,103.8442,2,4.744932128,5,61,4.521788577,90,-2.368447073
0,30,1.30213,103.8483,1,3.912023005,13,6,1.791759469,115,-0.885937337
0,22,1.32251,103.85369,2,5.384495063,7,1,5.111987788,334,-0.047661925
0,22,1.32396,103.84858,2,5.707110265,7,3,5.111987788,297,-0.419986743
0,22,1.32411,103.85093,1,4.025351691,3,30,0,6,-0.117716074
0,30,1.30992,103.85421,2,4.787491743,3,86,2.302585093,0,-1.310005289
0,15,1.31439,103.85424,1,4.043051268,90,11,2.48490665,331,-1.493374987
2,31,1.311,103.82425,1,4.025351691,6,1,2.48490665,364,0.121904574
0,11,1.31524,103.88294,1,3.988984047,2,44,1.386294361,300,-2.02513064
0,15,1.31596,103.86024,1,3.63758616,1,4,0.693147181,365,-0.927939908
0,11,1.31152,103.87732,2,4.86753445,2,0,0,0,-0.413316297
0,15,1.30822,103.86322,1,3.80666249,18,1,4.564348191,365,-2.251641648
0,6,1.33552,103.7848,1,4.356708827,1,70,0,0,-2.205215007
1,37,1.34947,103.95908,1,4.219507705,8,9,2.197224577,88,-0.11166501
0,15,1.30948,103.86211,1,3.80666249,18,1,4.564348191,365,-1.395362371
0,15,1.30812,103.86348,1,3.583518938,18,1,4.852030264,362,-2.191478764
3,33,1.35284,103.86522,1,5.298317367,1,0,0,90,-1.708847125
0,22,1.32682,103.84951,1,4.234106505,90,0,1.609437912,364,-0.385307791
0,22,1.32716,103.84897,1,4.48863637,90,0,1.609437912,364,-0.4675564
0,24,1.28428,103.8418,1,3.80666249,90,2,4.852030264,344,-1.709401649
0,11,1.3142,103.88363,1,4.976733742,1,0,0,90,-1.346536836
1,1,1.33702,103.92437,1,3.912023005,3,1,0,0,-0.278380219
0,15,1.32626,103.86177,1,3.912023005,3,11,0,0,-0.275640253
3,33,1.35077,103.86915,1,4.158883083,180,0,0,365,-1.028765485
0,15,1.32176,103.8632,2,5.537334267,12,2,4.605170186,358,-1.166524584
0,30,1.30067,103.84967,4,5.880532986,7,5,5.111987788,304,-1.53837022
0,24,1.28342,103.84594,2,4.820281566,5,9,4.304065093,90,-1.506425335
0,11,1.31487,103.88298,1,4.905274778,2,1,0,178,-1.754136159
0,24,1.28381,103.84429,2,4.86753445,5,26,4.304065093,71,-2.250825222
0,15,1.32007,103.86337,2,5.66296048,10,11,5.111987788,363,-1.597393044
0,15,1.31122,103.85924,2,5.278114659,1,2,2.772588722,360,-0.701490602
0,15,1.31374,103.85345,4,5.416100402,5,10,4.605170186,0,-1.757611847
0,28,1.2927,103.7685,3,3.218875825,5,7,2.197224577,365,0.587032448
0,34,1.29009,103.84011,2,4.700480366,60,3,0,331,-0.619146245
0,29,1.29572,103.83472,1,4.615120517,1,1,0,0,-0.359963837
0,10,1.2755,103.84553,2,5.616771098,3,120,0.693147181,9,-2.130445978
0,28,1.30405,103.78295,1,4.189654742,180,7,1.098612289,0,-0.369070378
3,32,1.38021,103.90128,1,4.343805422,1,0,0,0,-0.848764198
0,11,1.31327,103.8818,2,4.941642423,2,43,0.693147181,364,-0.993557958
1,1,1.33467,103.90244,3,6.214608098,1,0,0,180,-0.459591112
3,12,1.36419,103.8774,2,5.736572297,2,7,0,338,-0.040848098
1,1,1.31306,103.93365,1,4.941642423,2,0,0.693147181,365,0.243293578
0,6,1.31874,103.77499,1,3.80666249,2,1,0,0,-0.096860454
0,11,1.31146,103.89938,2,4.86753445,2,84,1.098612289,47,0.014833779
0,15,1.31452,103.8538,1,4.700480366,1,19,2.197224577,322,-1.417104357
0,21,1.30314,103.84542,2,4.48863637,6,34,4.521788577,66,-0.967997395
0,19,1.30588,103.90372,2,5.267858159,2,11,1.609437912,149,0.430370052
3,27,1.311,103.90148,1,4.219507705,1,16,0.693147181,315,-2.127688036
0,10,1.27498,103.84549,2,5.433722004,26,0,1.098612289,88,-1.74093638
3,12,1.36914,103.89993,2,5.192956851,3,13,0,57,-0.133492357
1,25,1.36493,103.97158,1,4.234106505,1,49,0,0,0.715183799
1,37,1.35329,103.95374,1,3.737669618,1,100,0,55,-1.094166998
0,15,1.31388,103.8551,1,4.007333185,90,6,2.48490665,321,-1.623022127
0,15,1.30931,103.86334,1,3.912023005,18,1,4.290459441,363,-1.498222409
0,11,1.3115,103.89015,1,4.143134726,2,0,1.791759469,0,-0.959474352
0,23,1.30385,103.83477,1,4.343805422,1,44,2.397895273,358,-1.266737429
0,29,1.29577,103.83939,2,4.941642423,2,51,3.401197382,361,-0.697690529
1,1,1.31673,103.91426,1,4.219507705,88,1,3.135494216,272,-0.695332293
1,1,1.32415,103.91477,1,4.86753445,28,0,3.135494216,241,-0.915022404
0,11,1.31552,103.88215,1,3.555348061,18,3,4.290459441,358,-2.036664163
0,30,1.30095,103.84911,1,4.094344562,1,0,0,0,-1.307528601
0,38,1.31846,103.83196,1,5.010635294,7,0,0,363,-0.380074129
0,15,1.30797,103.86145,1,4.007333185,18,1,4.852030264,363,-1.789713923
0,29,1.29731,103.84016,1,4.465908119,1,116,3.871201011,364,-1.055885731
0,29,1.2971,103.8383,1,4.477336814,1,9,3.871201011,361,-1.021997128
0,29,1.29684,103.84017,2,4.927253685,2,19,3.433987204,362,-0.922896175
0,15,1.30876,103.8627,1,4.007333185,18,1,4.852030264,365,-1.859679775
3,12,1.34628,103.88339,1,4.234106505,2,35,0,0,-0.585410494
1,25,1.36955,103.97105,1,3.63758616,90,4,0,84,0.854625747
0,28,1.27725,103.78759,1,4.204692619,10,22,0.693147181,27,-0.832368958
0,15,1.32911,103.86447,1,4.007333185,1,8,0,0,-0.566098195
0,23,1.30481,103.83424,1,4.700480366,1,29,2.397895273,347,-1.424856466
0,28,1.30531,103.78379,3,4.382026635,2,2,1.098612289,0,-0.304127154
0,15,1.3086,103.86281,1,3.713572067,18,3,4.852030264,365,-1.984507497
1,25,1.35601,103.96595,2,5.247024072,6,11,0.693147181,348,0.233670721
3,32,1.39092,103.89391,1,3.555348061,1,50,0,71,-1.687618079
0,28,1.30125,103.79619,1,4.382026635,180,2,0.693147181,356,-1.307737989
0,15,1.3124,103.85932,2,5.278114659,1,0,2.772588722,360,-0.844200529
0,15,1.3085,103.8614,1,3.713572067,18,2,4.290459441,365,-1.597088241
0,23,1.3046,103.83289,1,5.105945474,1,47,2.397895273,359,-2.308102845
0,15,1.31229,103.85872,2,5.278114659,1,4,2.772588722,360,-0.698990233
1,25,1.37749,103.96112,2,4.48863637,90,0,0,320,0.346010767
4,3,1.34744,103.74719,1,4.477336814,1,5,1.386294361,332,-1.139388414
0,4,1.28239,103.8242,1,3.912023005,1,14,1.098612289,108,-0.64469745
0,29,1.2962,103.83715,1,4.477336814,2,48,3.871201011,358,-0.698410965
0,29,1.29754,103.83978,1,4.48863637,1,67,3.871201011,357,-1.168375482
0,23,1.29898,103.83789,1,4.543294782,2,91,3.401197382,356,-1.643199111
0,29,1.29731,103.83798,1,4.477336814,2,41,3.401197382,365,-1.055060926
0,29,1.29826,103.83843,2,4.927253685,2,86,3.433987204,328,-1.458997915
0,11,1.31548,103.8821,1,3.80666249,18,1,4.852030264,358,-1.984717966
0,15,1.3186,103.85834,1,3.218875825,180,0,0,0,-0.962669161
0,29,1.29889,103.83995,1,4.442651256,1,50,3.401197382,361,-1.713853095
0,29,1.29658,103.83798,1,4.477336814,1,36,3.401197382,362,-0.856287528
0,29,1.2976,103.837,2,5.141663557,2,148,3.871201011,252,-0.983853864
0,29,1.29592,103.83993,1,4.477336814,2,41,3.433987204,358,-0.714837512
0,29,1.29554,103.83903,1,4.477336814,2,52,3.433987204,365,-0.650198787
1,37,1.34534,103.95317,2,5.393627546,7,4,0.693147181,365,-1.439464063
0,22,1.3226,103.85418,2,4.86753445,25,4,4.976733742,365,-0.097985206
0,22,1.32075,103.85369,2,5.298317367,20,4,4.976733742,365,-0.103562066
0,15,1.31131,103.85713,2,5.278114659,1,6,2.772588722,360,-1.052405106
0,38,1.31192,103.80398,1,4.382026635,90,0,0,0,-0.304571178
0,15,1.31125,103.85958,2,5.278114659,1,1,2.772588722,360,-0.770678808
0,11,1.31239,103.88401,1,4.007333185,5,10,1.609437912,78,-0.767925584
1,1,1.30818,103.9087,1,4.382026635,180,2,0,0,0.350309505
0,4,1.27616,103.83965,1,3.80666249,90,0,0.693147181,358,-0.919637932
0,6,1.3315,103.80797,2,4.820281566,7,32,2.995732274,339,-0.469752696
0,11,1.31246,103.88004,2,5.241747015,28,156,2.079441542,161,-0.612474684
4,8,1.39176,103.75235,1,4.094344562,2,5,0,0,-0.173023594
3,33,1.37219,103.87142,1,3.912023005,2,5,1.098612289,363,0.70118152
0,22,1.31775,103.8443,2,5.768320996,3,1,3.912023005,365,-1.19654592
4,9,1.31019,103.76001,2,5.768320996,3,0,3.912023005,365,-0.233917366
0,11,1.31476,103.88913,1,4.143134726,1,15,1.791759469,0,-0.801878745
0,22,1.32829,103.84706,2,4.700480366,185,0,0,41,-0.729289213
1,1,1.31194,103.93623,1,4.605170186,2,0,0.693147181,365,0.407576188
2,43,1.311,103.84137,1,4.189654742,1,37,0.693147181,308,-0.010908608
0,24,1.28351,103.84418,2,4.744932128,4,60,4.521788577,77,-2.070708565
4,9,1.30849,103.75979,2,5.886104031,3,4,3.912023005,365,-0.058672884
0,28,1.30405,103.78289,2,5.768320996,3,3,3.912023005,356,-0.362047223
4,5,1.3729,103.7649,1,3.713572067,90,2,0.693147181,0,-0.939312277
0,15,1.3113,103.86166,2,5.313205979,1,2,2.772588722,360,-1.203597653
0,15,1.30379,103.86212,2,5.010635294,1,37,0,0,-0.911116737
0,15,1.31187,103.85814,2,5.278114659,1,0,2.772588722,360,-0.809808781
0,23,1.30389,103.83494,1,4.406719247,1,49,2.397895273,361,-1.202424998
0,15,1.31805,103.86152,2,4.442651256,28,5,2.397895273,348,-1.898122492
0,21,1.30473,103.83446,1,4.48863637,1,19,2.397895273,350,-1.345544801
0,39,1.33479,103.84262,3,3.912023005,240,0,0,364,-0.75676026
1,1,1.32041,103.95513,1,3.912023005,90,9,0,90,0.21058193
0,22,1.32459,103.84289,1,4.189654742,5,4,0,90,-0.754179892
4,5,1.38147,103.7616,2,5.017279837,1,147,1.791759469,165,-1.825689556
4,5,1.37362,103.76625,1,3.63758616,90,1,0.693147181,232,-0.778035337
1,1,1.31483,103.90817,1,4.317488114,6,1,2.197224577,90,-0.254384999
2,31,1.311,103.81651,1,3.555348061,180,0,0,164,-0.686770346
0,24,1.28378,103.84476,2,4.442651256,7,84,3.713572067,365,-2.183772156
0,24,1.28148,103.84682,2,4.553876892,5,111,3.713572067,363,-1.674637038
0,28,1.29222,103.80779,2,5.545177444,3,1,3.912023005,365,-1.020389213
0,4,1.28675,103.82683,2,5.521460918,180,0,0,358,-2.731614056
0,39,1.33685,103.86807,1,4.615120517,1,2,0,0,-0.916894784
0,2,1.36505,103.8336,2,4.234106505,1,17,1.098612289,0,0.618275528
0,30,1.30432,103.85016,2,4.787491743,3,62,2.302585093,308,-1.366167481
3,12,1.35139,103.88113,1,3.33220451,8,13,2.079441542,365,-0.148102606
3,12,1.34997,103.88114,1,3.33220451,30,1,1.098612289,329,-0.217188203
1,1,1.32953,103.90664,2,4.59511985,3,4,0,0,-0.456182082
0,15,1.31506,103.85503,1,4.143134726,90,15,2.48490665,301,-1.160027845
3,32,1.39877,103.87251,1,4.248495242,180,0,0,358,-0.962901084
0,11,1.31778,103.89263,1,4.248495242,1,1,0,0,-2.83074406
0,4,1.26675,103.81219,2,5.963579344,3,120,0.693147181,349,-0.65574485
0,22,1.32861,103.84341,2,5.38907173,14,4,4.605170186,365,-0.452598966
3,12,1.34954,103.88052,1,3.33220451,60,2,2.079441542,202,-0.291528348
3,12,1.35152,103.88077,1,3.850147602,60,3,2.079441542,365,-0.190394026
0,6,1.30899,103.80161,1,3.891820298,60,16,0,248,-0.386920823
0,15,1.32346,103.8657,2,4.465908119,5,6,0,0,-0.45537532
4,14,1.33966,103.68707,1,3.912023005,3,42,0,245,0.155063877
0,10,1.28064,103.84599,4,4.248495242,1,25,1.098612289,0,-1.154757069
0,6,1.31122,103.79882,1,4.094344562,180,13,0,365,-1.206551145
1,1,1.32254,103.91947,1,4.043051268,90,2,0,90,-0.292045076
0,10,1.28064,103.84599,4,4.48863637,1,6,1.098612289,154,-1.154757069
4,14,1.3451,103.69813,1,3.36729583,180,1,0.693147181,364,-0.18010078
0,28,1.30488,103.784,2,5.768320996,3,2,3.912023005,365,-0.377928739
1,1,1.3157,103.93442,1,4.317488114,3,6,0,365,0.040676914
0,21,1.31093,103.83939,1,4.043051268,2,29,1.791759469,365,-1.517157819
3,27,1.3973,103.91393,1,4.077537444,1,0,0,27,-0.971675967
4,14,1.34669,103.72258,1,3.871201011,1,0,0,0,-1.131965956
0,21,1.31152,103.83826,1,4.077537444,2,12,1.791759469,365,-2.36821448
0,22,1.31219,103.84376,1,4.094344562,2,12,1.791759469,365,-0.441667008
